,customer_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state,quantidade
892918,89065,-26.87609219920492,-49.11778268660643,blumenau,SC,9
892982,89066,-26.83671964279533,-49.09822197890818,blumenau,SC,3
893097,89068,-26.830589062903368,-49.09048870318102,blumenau,SC,4
893135,89069,-26.79317696058101,-49.10149805355832,blumenau,SC,2
893154,89070,-26.88088214922204,-49.14153434581907,blumenau,SC,6
893224,89074,-26.85207023994163,-49.13558214027079,blumenau,SC,6
893263,89075,-26.72794851536415,-49.06770351706809,blumenau,SC,1
893273,89080,-26.905292101127028,-49.24885309562462,indaial,SC,2
893303,89082,-26.895813293115783,-49.24766995646648,indaial,SC,3
893328,89083,-26.88895431530736,-49.25906596755688,indaial,SC,1
893331,89084,-26.881739290575016,-49.23777029507024,indaial,SC,2
893345,89086,-26.897212612021043,-49.22647155066649,indaial,SC,1
893371,89087,-26.91291964308109,-49.22616253887539,indaial,SC,3
893383,89095,-26.708007741580207,-49.077516943868055,blumenau,SC,1
893396,89107,-26.782733356548945,-49.16415016984577,pomerode,SC,9
893592,89108,-26.59892353667944,-48.99279267408672,massaranduba,SC,3
893646,89110,-26.92832230624144,-48.95428876197569,gaspar,SC,8
893747,89111,-26.900339739833008,-49.00693395911235,gaspar,SC,1
893762,89112,-26.94640707690269,-48.94918364263056,gaspar,SC,2
893776,89113,-26.92259629964498,-48.65174807599772,gaspar,SC,2
893782,89114,-26.94309217265287,-48.93548624284629,gaspar,SC,7
893844,89115,-26.723201007518394,-48.93223082369532,luiz alves,SC,3
893875,89116,-26.924731602973864,-48.96055664215933,gaspar,SC,3
893897,89117,-26.83714879865378,-49.01135722220592,gaspar,SC,3
893916,89118,-26.83212084365749,-49.03707801328262,gaspar,SC,1
893921,89120,-26.83365489702238,-49.26170944102369,timbo,SC,20
894216,89121,-26.740664186748504,-49.27214980932904,rio dos cedros,SC,1
894237,89124,-26.775134152676948,-49.41645386388922,benedito novo,SC,6
894274,89128,-26.229442939484237,-49.4052167110414,luiz alves,SC,2
894301,89130,-26.90235592773759,-49.24262073142463,indaial,SC,14
894455,89135,-27.104285999999945,-49.376370499999965,apiuna,SC,7
894505,89136,-26.90788801527196,-49.36522248757208,rodeio,SC,7
894576,89138,-26.953068042841984,-49.37177204129655,ascurra,SC,4
894630,89140,-27.05334559133681,-49.5094661052278,ibirama,SC,13
894721,89145,-26.95651751299624,-49.62864935292745,jose boiteux,SC,1
894742,89150,-27.0558026497794,-49.626171791002086,presidente getulio,SC,7
894845,89155,-26.997019999999964,-49.76108999999997,dona emma,SC,1
894859,89157,-26.922232024142584,-49.79045816392109,witmarsum,SC,3
894876,89160,-27.20981137280685,-49.63292048422235,rio do sul,SC,14
895064,89161,-27.193265556514444,-49.59971262943139,rio do sul,SC,1
895085,89162,-27.174681,-49.59299391869112,rio do sul,SC,2
895101,89163,-27.20163932194593,-49.65371045031453,rio do sul,SC,4
895171,89164,-27.218980466558925,-49.65040322964413,rio do sul,SC,6
895204,89165,-27.227305885654083,-49.64789177350121,rio do sul,SC,3
895256,89167,-27.219789026092812,-49.643018169762,rio do sul,SC,5
895297,89170,-27.23087744199508,-49.73043032302249,laurentino,SC,5
895342,89172,-27.25430420503072,-49.9284599962938,pouso redondo,SC,3
895419,89176,-27.301443515768103,-49.792025328947446,trombudo central,SC,5
895447,89180,-27.193200500549096,-49.79406439215644,rio do oeste,SC,3
895475,89182,-27.17742018417554,-49.54348284272245,lontras,SC,3
895519,89184,-27.28138740530753,-49.38954219571787,presidente nereu,SC,1
895528,89186,-27.316917000000004,-49.636795500000005,aurora,SC,2
895538,89188,-27.264562930274323,-49.71090723372474,agronomica,SC,2
895554,89190,-27.11748865001931,-50.01200135402357,taio,SC,15
895646,89198,-26.942585142640656,-50.13865875819567,rio do campo,SC,4
895676,89199,-26.777575514279143,-50.00674105232601,santa terezinha,SC,1
895692,89201,-26.297897521784314,-48.84623041326677,joinville,SC,17
895851,89202,-26.313496554532893,-48.84862528282071,joinville,SC,15
895977,89203,-26.302574503750908,-48.85193236372555,joinville,SC,19
896136,89204,-26.283149245628717,-48.85128463059032,joinville,SC,10
896281,89205,-26.310132157366283,-48.827497033585296,joinville,SC,4
896327,89206,-26.30158488121068,-48.8116395051359,joinville,SC,3
896365,89207,-26.322991407438398,-48.83333579156326,joinville,SC,6
896444,89208,-26.34347496353047,-48.837514116457605,joinville,SC,9
896511,89209,-26.358126497835297,-48.80544104603789,joinville,SC,2
896556,89210,-26.332309917017685,-48.821610195394975,joinville,SC,12
896628,89211,-26.33702051096427,-48.85493475437127,joinville,SC,5
896712,89212,-26.34757286955392,-48.84941300291419,joinville,SC,2
896762,89213,-26.43411738903073,-48.81840775864952,joinville,SC,1
896800,89214,-26.330548143460163,-48.88090174304856,joinville,SC,4
896826,89215,-26.3367734454671,-48.906451424923546,joinville,SC,1
896847,89216,-26.29479481522135,-48.88069388426183,joinville,SC,4
896914,89217,-26.285093458703344,-48.87010250956512,joinville,SC,7
896971,89218,-26.270855620639093,-48.86166604614817,joinville,SC,12
897107,89219,-26.25413501236067,-48.87133423020441,joinville,SC,9
897193,89220,-26.27254649125743,-48.87520336219632,joinville,SC,10
897283,89221,-26.280106009435062,-48.83969902192853,joinville,SC,13
897407,89222,-26.272013820675983,-48.85081272303685,joinville,SC,3
897447,89223,-26.254870345495984,-48.85203074301249,joinville,SC,6
897493,89224,-26.270134671231133,-48.80876106346335,joinville,SC,5
897579,89225,-26.25351566740153,-48.80168204279203,joinville,SC,10
897675,89226,-26.23667608520401,-48.81094156549717,joinville,SC,6
897785,89227,-26.27365337607479,-48.817669368861424,joinville,SC,13
897923,89228,-26.287890550358416,-48.778370341304736,joinville,SC,7
898039,89229,-26.329608,-48.81747031112588,joinville,SC,4
898096,89230,-26.32801293588781,-48.8059642559005,joinville,SC,12
898201,89232,-26.361880768255038,-48.839076988494114,joinville,SC,2
898235,89233,-26.354144958767428,-48.84080710505341,joinville,SC,2
898280,89234,-26.338683352761265,-48.76818851096428,joinville,SC,2
898304,89235,-26.365439325841063,-48.82646121189918,joinville,SC,8
898358,89237,-26.29225819900166,-48.91274413780365,joinville,SC,14
898495,89239,-26.2278201895666,-48.900538550377966,joinville,SC,5
898570,89240,-26.245495127938263,-48.634314956564246,sao francisco do sul,SC,17
898830,89245,-26.417275647222727,-48.756934054286376,araquari,SC,11
898909,89247,-26.459915918008484,-48.62031401150022,balneario barra do sul,SC,4
898948,89248,-26.02136726871851,-48.851805442616914,garuva,SC,5
898993,89249,-26.069942999999945,-48.63236299999997,itapoa,SC,9
899108,89251,-26.491731442148883,-49.07562289508913,jaragua do sul,SC,11
899239,89252,-26.487658571469776,-49.104342459634026,jaragua do sul,SC,6
899305,89253,-26.490468761584644,-49.11777500914658,jaragua do sul,SC,14
899396,89254,-26.46850294670808,-49.109883098307336,jaragua do sul,SC,9
899494,89255,-26.473490109354252,-49.094843667234045,jaragua do sul,SC,7
899558,89256,-26.487035474897464,-49.071400994171626,jaragua do sul,SC,6
899643,89257,-26.45975014526704,-49.0403656214996,jaragua do sul,SC,4
899679,89258,-26.48928831929638,-49.06057033406625,jaragua do sul,SC,6
899736,89259,-26.49816628796401,-49.08619647149698,jaragua do sul,SC,5
899791,89260,-26.50713904579032,-49.13313967470719,jaraguá do sul,SC,13
899859,89264,-26.549359542616333,-49.15957560323741,jaragua do sul,SC,2
899861,89265,-26.45735404218365,-49.16876750903103,jaragua do sul,SC,1
899878,89266,-26.42640222086957,-49.105849382967264,jaragua do sul,SC,5
899899,89270,-26.47119165563505,-48.99874721931727,guaramirim,SC,13
900023,89275,-26.40323432806667,-49.087597917849614,schroeder,SC,9
900088,89278,-26.423574854935936,-49.24222454201851,corupa,SC,4
900141,89280,-26.25372275723957,-49.37880566812,sao bento do sul,SC,16
900267,89281,-26.24293363739363,-49.37198010194776,sao bento do sul,SC,2
900281,89282,-26.22784361154005,-49.3380117571398,sao bento do sul,SC,4
900301,89284,-26.208116315019836,-49.37727121069671,sao bento do sul,SC,4
900309,89285,-26.204199355299167,-49.39876136228898,sao bento do sul,SC,1
900330,89286,-26.242374462882584,-49.44408726641652,sao bento do sul,SC,2
900350,89287,-26.24064764899593,-49.392258941532816,sao bento do sul,SC,8
900391,89288,-26.227777499999995,-49.41558674999999,sao bento do sul,SC,2
900421,89289,-26.247030877437457,-49.4588742703789,sao bento do sul,SC,1
900429,89290,-26.241614233866557,-49.44221509859792,sao bento do sul,SC,1
900452,89291,-26.277191525239708,-49.38302629297094,sao bento do sul,SC,4
900478,89294,-26.174139979809496,-49.39196083782136,campo alegre,SC,3
900497,89295,-26.261841794823777,-49.5235885039339,rio negrinho,SC,13
900612,89300,-26.11990678126073,-49.803153488260165,mafra,SC,28
900877,89340,-26.33959423212308,-49.904293191180535,itaiopolis,SC,8
900931,89370,-26.403953735049686,-50.14448816565201,papanduva,SC,8
901010,89380,-26.45707672112879,-50.22820257716885,monte castelo,SC,1
901023,89400,-26.23222339009829,-51.08336577971018,porto uniao,SC,14
901181,89410,-26.38638999999995,-50.883609999999976,santa cruz do timbo,SC,1
901184,89430,-26.60327488002217,-51.09487046979415,calmon,SC,1
901186,89440,-26.2393934489566,-50.79774296701464,irineópolis,SC,4
901215,89460,-26.16862248406491,-50.392861528512256,canoinhas,SC,27
901480,89480,-26.362510597340695,-50.32483412294074,major vieira,SC,3
901500,89490,-26.107966099591287,-50.30785081925657,tres barras,SC,5
901542,89500,-26.77759782919396,-51.0266006692904,cacador,SC,24
901788,89503,-26.781021426798794,-51.01720747308502,caçador,SC,2
901825,89504,-26.780174724964503,-51.02419321488277,caçador,SC,4
901867,89506,-26.759717861546545,-51.02292460023334,cacador,SC,3
901894,89509,-26.77926793602968,-51.004111803126335,cacador,SC,2
901915,89510,-26.79056853616869,-50.99646512766669,cacador,SC,4
901946,89511,-26.792626888633624,-50.98625622113231,cacador,SC,1
901962,89515,-26.933486480896484,-50.693396745282,lebon regis,SC,1
902003,89518,-26.855912252440515,-51.37545811192968,macieira,SC,1
902006,89520,-27.288614821408185,-50.57696646191445,curitibanos,SC,21
902267,89530,-27.17566510161734,-50.80837236822696,frei rogerio,SC,1
902274,89533,-26.782351987425287,-50.9909837346078,sao cristovao do sul,SC,1
902291,89535,-27.165509168819703,-50.46862452668378,ponte alta do norte,SC,1
902300,89540,-26.96393791235805,-50.41650490545868,santa cecília,SC,6
902408,89550,-26.893142597404623,-51.07486197547425,rio das antas,SC,2
902426,89558,-27.001624153002236,-51.24034695077845,iomere,SC,1
902435,89560,-27.00086872288371,-51.14532022116548,videira,SC,47
902866,89580,-27.029491198616498,-50.91302665918517,fraiburgo,SC,15
903057,89590,-26.93111132827164,-51.3340498507086,arroio trinta,SC,1
903086,89595,-26.90864860424969,-51.399209072338095,salto veloso,SC,4
903130,89600,-27.16882094342798,-51.51882419291629,joacaba,SC,26
903399,89610,-27.17195603801515,-51.49352558295913,herval d'oeste,SC,9
903501,89618,-27.13059033944621,-50.93868163058895,monte carlo,SC,3
903540,89620,-27.403062004188214,-51.22967409631809,campos novos,SC,14
903736,89633,-27.45634052585584,-51.55387689277025,zortéa,SC,2
903748,89636,-27.612545793229646,-51.02269606144874,abdon batista,SC,1
903758,89640,-27.08700367520803,-51.3680581500336,ibicare,SC,2
903777,89642,-27.10545418766902,-51.25008226892607,tangara,SC,1
903833,89650,-26.99928007635342,-51.41862192626861,treze tilias,SC,11
903906,89652,-27.181010343207944,-51.23837154342321,ibiam,SC,4
903914,89654,-26.997249162083232,-51.55546382143922,agua doce,SC,1
903950,89663,-27.329046383432036,-51.60118442849723,ouro,SC,1
903976,89665,-27.376096118250835,-51.59534294949204,capinzal,SC,10
904124,89667,-27.418399801872027,-51.77096945329615,piratuba,SC,6
904175,89669,-27.404145037174736,-51.77644290831424,ipira,SC,2
904204,89670,-27.07370857673873,-51.66131769859549,catanduvas,SC,6
904270,89675,-26.999694,-51.74448229787319,vargem bonita,SC,5
904288,89677,-27.17206555808261,-51.73787061555339,jabora,SC,2
904302,89680,-27.026112244734502,-51.90328283969753,irani,SC,4
904342,89683,-26.87045447864096,-52.01542238477738,ponte serrada,SC,3
904388,89687,-26.779158940803057,-52.06276057272658,passos maia,SC,2
904412,89690,-26.788988999999944,-52.122283999999965,vargeao,SC,1
904433,89694,-26.849580675078037,-52.256987290082144,faxinal dos guedes,SC,11
904497,89700,-27.22653060850951,-52.02147812014162,concordia,SC,16
904756,89701,-27.211807695727405,-52.0209908478637,concordia,SC,6
904777,89703,-27.219406079575243,-52.038646085529074,concórdia,SC,4
904813,89705,-27.228495207129352,-52.05339553756219,concordia,SC,5
904844,89707,-27.241979680744656,-52.041865129068654,concordia,SC,2
904876,89708,-27.243439526955736,-52.03765778699477,concordia,SC,5
904915,89709,-27.248751508481,-52.018287014538856,concordia,SC,4
904931,89711,-27.22952772658081,-51.99198463955511,concordia,SC,5
904961,89712,-27.24221860856959,-51.95274523612796,concordia,SC,2
904963,89713,-27.15907529431431,-51.91406153564264,concordia,SC,1
904965,89730,-27.435274975991305,-51.90574997409418,alto bela vista,SC,1
904971,89735,-27.05307853048608,-52.09110130912812,lindoia do sul,SC,1
904986,89745,-27.22083994710839,-51.81102224706286,presidente castello branco,SC,1
904998,89750,-27.370514774407,-51.90160130155491,peritiba,SC,2
905011,89760,-27.275085,-52.33922369343495,ita,SC,3
905050,89765,-27.252211025507226,-52.49891484693896,paial,SC,1
905053,89770,-27.147905298084144,-52.309373018870126,seara,SC,6
905150,89778,-27.073677924846148,-52.46063391683467,arvoredo,SC,1
905156,89780,-27.02090999999996,-52.32995999999997,xavantina,SC,2
905165,89790,-27.07363800594624,-52.135406462424655,ipumirim,SC,5
905180,89801,-27.106398057114777,-52.611720735721306,chapeco,SC,34
905425,89802,-27.10203969025658,-52.61515530531225,chapeco,SC,11
905600,89803,-27.10060820622856,-52.64124589560222,chapeco,SC,11
905703,89804,-27.078604345271568,-52.62989923324536,chapeco,SC,6
905787,89805,-27.083665168898516,-52.612186909071255,chapeco,SC,11
905930,89806,-27.04798768242452,-52.634008925881616,chapecó,SC,2
905960,89809,-27.09823746094856,-52.66935995046094,chapecó,SC,9
906047,89810,-27.073482284076302,-52.6389422956779,chapeco,SC,3
906101,89812,-27.111570666475647,-52.61231533338108,chapeco,SC,10
906186,89813,-27.148246277200982,-52.578978267493866,chapeco,SC,1
906200,89814,-27.115420499999995,-52.61644125,chapeco,SC,2
906266,89815,-27.11723325404561,-52.62386390586773,chapeco,SC,3
906301,89818,-26.941563349500413,-52.81211991353272,nova itaberaba,SC,2
906309,89820,-26.87062454886829,-52.40448790429404,xanxere,SC,29
906620,89824,-26.734393777596978,-52.39085754123138,bom jesus,SC,2
906622,89825,-26.960877587195213,-52.53025152561406,xaxim,SC,10
906758,89828,-26.857914551758288,-52.56659110262859,lajeado grande,SC,1
906761,89830,-26.564002571112702,-52.32748699973988,abelardo luz,SC,6
906819,89835,-26.56213449977709,-52.5311856838026,sao domingos,SC,2
906862,89837,-26.51213802684962,-52.66959920223469,coronel martins,SC,2
906866,89838,-26.45582841374338,-52.69168374135286,galvao,SC,1
906881,89840,-26.900200446061664,-52.70459512955803,coronel freitas,SC,1
906934,89843,-26.880533366316897,-52.862501232917424,águas frias,SC,1
906940,89845,-26.761224317815326,-52.85031728603623,união do oeste,SC,1
906946,89850,-26.72665513003572,-52.71820465926768,quilombo,SC,4
906983,89865,-26.90334506335243,-52.90594949439468,nova erechim,SC,3
906996,89868,-26.925936814319545,-53.00068897425011,saudades,SC,4
907023,89870,-26.841107282367645,-52.982327822317785,pinhalzinho,SC,9
907145,89874,-26.77286341394073,-53.17477023871976,maravilha,SC,10
907305,89880,-27.16138062408366,-52.879424792667166,caxambu do sul,SC,1
907314,89885,-27.0817412352231,-53.00327240548199,sao carlos,SC,5
907374,89887,-27.072036337867036,-53.16041845841325,palmitos,SC,5
907445,89888,-27.07527413015885,-53.250013009021394,caibi,SC,3
907470,89890,-26.89233198750598,-53.170050234099904,cunha pora,SC,5
907525,89893,-27.102518711184302,-53.399274195411415,mondai,SC,2
907562,89895,-27.07009546508109,-53.32467899925598,riqueza,SC,3
907578,89896,-27.174251650774437,-53.713752423076215,itapiranga,SC,12
907662,89898,-26.97341287100524,-53.63794249382285,tunapolis,SC,1
907675,89899,-26.98109912694612,-53.53465037151178,ipora do oeste,SC,6
907729,89900,-26.7286991677439,-53.51449582910278,sao miguel do oeste,SC,40
908104,89906,-26.620207420819792,-53.67422321303323,paraiso,SC,1
908122,89908,-26.678221976531376,-53.31887271845228,romelândia,SC,1
908134,89920,-26.60628204952914,-53.511029111400426,guaraciaba,SC,1
908171,89925,-26.843126626273516,-53.58007892116759,belmonte,SC,1
908178,89930,-26.453916287246614,-53.49277989045533,sao jose do cedro,SC,5
908266,89940,-26.3851374020685,-53.52418228807481,guaruja do sul,SC,4
908297,89950,-26.25891649155717,-53.63546699214392,dionisio cerqueira,SC,3
908369,89970,-26.532201134029517,-53.32910372152829,anchieta,SC,3
908409,89980,-26.39359270318612,-53.08265733215715,campo erê,SC,7
908460,89982,-26.47411054201157,-52.96523078139008,sao bernardino,SC,1
908467,89985,-26.34880918740813,-53.2769772410583,palma sola,SC,4
908500,89990,-26.352589411593332,-52.85306467361068,sao lourenco do oeste,SC,11
908635,89998,-26.45973446031485,-52.822611539879134,novo horizonte,SC,1
908638,90010,-30.03215040714993,-51.2325516998384,porto alegre,RS,54
909181,90013,-30.037325467684106,-51.23660377990652,porto alegre,RS,2
909190,90018,-30.02948255092621,-51.232415679698846,porto alegre,RS,2
909203,90020,-30.02996719492721,-51.2285747494748,porto alegre,RS,33
909520,90030,-30.024860070777287,-51.22343202221699,porto alegre,RS,12
909627,90035,-30.02933889702238,-51.21207766403137,porto alegre,RS,28
909932,90038,-30.026346286427376,-51.22249899457566,porto alegre,RS,1
909936,90040,-30.04307239410819,-51.21141662640671,porto alegre,RS,30
910170,90050,-30.036636963096477,-51.22367993104038,porto alegre,RS,28
910511,90090,-29.98906623199997,-51.26255999999995,porto alegre,RS,1
910526,90110,-30.04143095697963,-51.22877353817293,porto alegre,RS,15
910695,90130,-30.058735578683137,-51.22157241147777,porto alegre,RS,19
910844,90150,-30.05684742270184,-51.22278129782434,porto alegre,RS,13
910964,90160,-30.049304469328888,-51.213159697876485,porto alegre,RS,6
911072,90200,-29.985547013590004,-51.16286896947312,porto alegre,RS,8
911144,90220,-30.02445275114225,-51.21118835646234,porto alegre,RS,19
911275,90230,-30.00731246906908,-51.19422244408211,porto alegre,RS,9
911464,90240,-30.013169904996133,-51.19853892141162,porto alegre,RS,20
911671,90245,-29.97914196725141,-51.19026344073523,porto alegre,RS,3
911707,90250,-29.986860174851422,-51.19170121247608,porto alegre,RS,12
911844,90251,-29.973775499999995,-51.19155225,porto alegre,RS,2
911847,90410,-30.043111181228067,-51.18142789148245,porto alegre,RS,7
911919,90420,-30.03173353621104,-51.20999096863639,porto alegre,RS,20
912072,90430,-30.03327,-51.20423325688145,porto alegre,RS,22
912250,90440,-30.018945290034058,-51.19805308050081,porto alegre,RS,14
912438,90450,-30.02772762392521,-51.1870826147786,porto alegre,RS,19
912665,90460,-30.04210197584976,-51.18305187425711,porto alegre,RS,15
912874,90470,-30.02967049428719,-51.181592520687786,porto alegre,RS,21
913083,90480,-30.02159907383571,-51.178723476398005,porto alegre,RS,16
913259,90510,-30.023609543424392,-51.19870083527613,porto alegre,RS,6
913323,90520,-30.01980485899368,-51.178789843470426,porto alegre,RS,21
913518,90540,-30.0207634565756,-51.18892235636796,porto alegre,RS,15
913694,90550,-30.020227009435057,-51.195131052859445,porto alegre,RS,12
913791,90560,-30.01769047489746,-51.19121208090485,porto alegre,RS,12
913910,90570,-30.025506635033704,-51.203962949477805,porto alegre,RS,9
914051,90610,-30.04888496808813,-51.196545051358896,porto alegre,RS,7
914159,90620,-30.04841850983909,-51.20840841355522,porto alegre,RS,25
914387,90630,-30.04404879488149,-51.19180931334757,porto alegre,RS,9
914503,90640,-30.063072457672124,-51.20322268985506,porto alegre,RS,19
914647,90650,-30.06177937996993,-51.170740679987325,porto alegre,RS,14
914775,90660,-30.073570239252074,-51.20294710534355,porto alegre,RS,12
914876,90670,-30.04623721344161,-51.18559141220381,porto alegre,RS,19
915018,90680,-30.05198212155928,-51.18651997336826,porto alegre,RS,9
915120,90690,-30.043289074383967,-51.18007007118131,porto alegre,RS,8
915224,90810,-30.075698598389984,-51.24170887079466,porto alegre,RS,12
915363,90820,-30.09460140714993,-51.22713380016161,porto alegre,RS,17
915465,90830,-30.08715837393155,-51.21971299805737,porto alegre,RS,5
915563,90840,-30.08265056608161,-51.22237970599537,porto alegre,RS,13
915694,90850,-30.06838880309298,-51.22319513873832,porto alegre,RS,12
915807,90870,-30.07883928365742,-51.208637249783656,porto alegre,RS,13
915882,90880,-30.06173537552653,-51.216658276848094,porto alegre,RS,10
915989,91010,-30.00830686984238,-51.17548660851754,porto alegre,RS,7
916063,91030,-30.008157352685952,-51.17525078926519,porto alegre,RS,12
916159,91040,-30.009462935339556,-51.15793605314793,porto alegre,RS,11
916285,91050,-30.007404534277796,-51.151281673062414,porto alegre,RS,10
916373,91060,-30.00074595920133,-51.14685155649479,porto alegre,RS,5
916457,91110,-30.003887356656406,-51.13607729058233,porto alegre,RS,10
916562,91120,-29.980257317790983,-51.13296840354325,porto alegre,RS,11
916682,91130,-30.01125892229781,-51.131081597841714,porto alegre,RS,21
916884,91140,-29.963407806474702,-51.11430213950879,porto alegre,RS,5
916951,91150,-30.00191787642484,-51.12065583605986,porto alegre,RS,15
917066,91160,-29.991483510663272,-51.09895269471816,porto alegre,RS,9
917134,91170,-29.988864,-51.09603223590519,porto alegre,RS,17
917232,91180,-30.006108587281485,-51.10585507397993,porto alegre,RS,7
917336,91210,-30.03535047792722,-51.14769316763807,porto alegre,RS,9
917422,91215,-30.02792349708581,-51.141100794189015,porto alegre,RS,4
917472,91220,-30.01890821065843,-51.13541895461369,porto alegre,RS,7
917535,91225,-30.027049627531888,-51.13176889301168,porto alegre,RS,5
917603,91230,-30.018951471002325,-51.12713188190318,porto alegre,RS,11
917666,91240,-30.018454124617698,-51.11764303095958,porto alegre,RS,9
917742,91250,-30.01789974937962,-51.097314656673774,porto alegre,RS,13
917826,91260,-30.0373750279428,-51.10576615986805,porto alegre,RS,18
917931,91270,-30.03434804774172,-51.11959916946656,porto alegre,RS,1
917953,91280,-30.04513453566277,-51.09709286179231,porto alegre,RS,2
917956,91310,-30.04023920511851,-51.16414789716661,porto alegre,RS,5
918006,91320,-30.038351353597985,-51.15238157172958,porto alegre,RS,5
918067,91330,-30.02870741909516,-51.16881473134623,porto alegre,RS,17
918257,91340,-30.028941461278805,-51.18007165696225,porto alegre,RS,11
918390,91349,-30.02530441326677,-51.1632907503319,porto alegre,RS,1
918393,91350,-30.01895817707312,-51.16296204564608,porto alegre,RS,19
918633,91360,-30.0222114410237,-51.15161116293486,porto alegre,RS,15
918728,91370,-30.018188622470177,-51.14962402449404,porto alegre,RS,8
918795,91380,-30.024479620030064,-51.14424295628714,porto alegre,RS,6
918853,91410,-30.050167734952897,-51.17127491243006,porto alegre,RS,13
918986,91420,-30.04228042382702,-51.16980228573488,porto alegre,RS,3
919042,91430,-30.052386519109746,-51.14631362022254,porto alegre,RS,8
919115,91440,-30.06252728362876,-51.14664332084941,porto alegre,RS,1
919140,91450,-30.047581192965318,-51.13461203217546,porto alegre,RS,18
919291,91509,-30.07653850836813,-51.12485036649549,porto alegre,RS,1
919297,91510,-30.07200823826747,-51.17719962332037,porto alegre,RS,14
919380,91520,-30.0671587507646,-51.1688040863292,porto alegre,RS,18
919530,91530,-30.06897070552254,-51.155099487362286,porto alegre,RS,16
919692,91540,-30.08286804902226,-51.13043961349074,porto alegre,RS,7
919769,91550,-30.077021487809752,-51.1313949910142,porto alegre,RS,15
919830,91560,-30.11889887949572,-51.10879320084046,porto alegre,RS,2
919866,91570,-30.11401508742571,-51.10201427950246,porto alegre,RS,8
919915,91710,-30.07322370384909,-51.18980548765074,porto alegre,RS,7
919985,91712,-30.09377354143865,-51.17694363995685,porto alegre,RS,3
920023,91720,-30.089115335824385,-51.20802961919336,porto alegre,RS,17
920203,91740,-30.103303723122416,-51.215815419555454,porto alegre,RS,15
920387,91750,-30.12330956203472,-51.216144101736845,porto alegre,RS,11
920517,91751,-30.12782206628604,-51.22261917680643,porto alegre,RS,9
920624,91755,-30.16380984595193,-51.20104756189048,porto alegre,RS,9
920717,91760,-30.140645406601674,-51.22478800124076,porto alegre,RS,17
920841,91770,-30.15709837996993,-51.21783645920132,porto alegre,RS,20
920983,91778,-30.176519940879476,-51.18383904356863,porto alegre,RS,1
920993,91780,-30.21046165390383,-51.1749209536614,porto alegre,RS,5
921075,91781,-30.184998641145253,-51.17471677600879,porto alegre,RS,2
921103,91785,-30.187861327915748,-51.13588004454206,porto alegre,RS,1
921105,91787,-30.155818294217656,-51.18248335983039,porto alegre,RS,26
921311,91788,-30.150172090294287,-51.16147719229931,porto alegre,RS,4
921345,91790,-30.155891426596973,-51.13714794448616,porto alegre,RS,7
921454,91791,-30.14436457394796,-51.12637161148598,porto alegre,RS,1
921459,91795,-30.15131597483807,-51.14698474149685,porto alegre,RS,1
921466,91796,-30.170601024432525,-51.081018139449576,porto alegre,RS,2
921467,91798,-30.178748805929928,-51.14277606016652,porto alegre,RS,1
921469,91900,-30.10480681877193,-51.25245549916327,porto alegre,RS,14
921606,91910,-30.099819425212,-51.234831738963614,porto alegre,RS,30
921846,91920,-30.110020899532547,-51.23162798932419,porto alegre,RS,16
922068,92010,-29.91685197169481,-51.17985034021047,canoas,RS,7
922160,92020,-29.91005335319802,-51.169226719006566,canoas,RS,18
922294,92025,-29.92327422093021,-51.16155342258625,canoas,RS,11
922410,92027,-29.92737822093021,-51.147500809740905,canoas,RS,1
922412,92030,-29.914668849530724,-51.14844143722624,canoas,RS,11
922494,92032,-29.90980403831717,-51.14917761336497,canoas,RS,2
922549,92035,-29.916624328065343,-51.12650249999999,canoas,RS,4
922610,92110,-29.929553444630383,-51.17033878971692,canoas,RS,8
922696,92120,-29.956390513994027,-51.16761355689882,canoas,RS,12
922833,92130,-29.957644549281436,-51.1617512235846,canoas,RS,7
922910,92200,-29.942863836805337,-51.17746565589438,canoas,RS,15
923157,92310,-29.915258224808355,-51.18616902904408,canoas,RS,26
923329,92314,-29.93074999999993,-51.16271999999998,canoas,RS,1
923332,92320,-29.927407825667792,-51.191704757208896,canoas,RS,14
923445,92323,-29.922570471002324,-51.19970512101102,canoas,RS,1
923460,92325,-29.912353332794627,-51.22234711962604,canoas,RS,6
923503,92330,-29.905850536211037,-51.21874199125742,canoas,RS,10
923620,92340,-29.905357986409992,-51.18793495311316,canoas,RS,4
923675,92410,-29.898716481245444,-51.16985096863638,canoas,RS,18
923794,92412,-29.89597695920133,-51.14571254440535,canoas,RS,10
923813,92420,-29.88670447489746,-51.17760427990652,canoas,RS,11
923907,92425,-29.8803711689455,-51.155818596111246,canoas,RS,6
923945,92440,-29.891277574350177,-51.13013500104341,canoas,RS,7
924011,92480,-29.856533702649784,-51.2689583252686,nova santa rita,RS,5
924093,92500,-30.11082611949453,-51.36376683789562,guaiba,RS,31
924535,92850,-30.46171360401123,-51.60171238618374,sertao santana,RS,1
924559,92990,-29.99480725031097,-51.31423260098163,eldorado do sul,RS,15
924693,93010,-29.764677078798385,-51.15238582550074,sao leopoldo,RS,23
924906,93020,-29.77828044322147,-51.153167107540376,sao leopoldo,RS,6
924962,93022,-29.796679498470787,-51.1497622797336,sao leopoldo,RS,10
925073,93025,-29.777429782822736,-51.16438266988546,sao leopoldo,RS,9
